LOG_NO,RACE,GENDER,BIRTH_YEAR,INJURY_CONDITION
1042231,BLACK,MALE,1959,"INJURED, NOT HOSPITALIZED"
1042232,WHITE,MALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042233,WHITE HISPANIC,MALE,1973,UNKNOWN
1042234,BLACK,FEMALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042234,BLACK,FEMALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042235,BLACK,FEMALE,1970,UNKNOWN
1042236,BLACK,FEMALE,1971,
1042240,WHITE,MALE,1971,
1042241,BLACK,MALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042241,BLACK,FEMALE,1947,"INJURED, HOSPITALIZED"
1042242,BLACK,FEMALE,1985,
1042245,BLACK,MALE,1979,
1042246,BLACK,FEMALE,1953,
1042247,,,,
1042248,BLACK,MALE,1955,
1042249,BLACK,FEMALE,1975,
1042251,BLACK,MALE,1990,UNKNOWN
1042251,BLACK,MALE,1989,UNKNOWN
1042252,BLACK,MALE,1993,
1042256,,,,
1042257,BLACK,MALE,1996,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042258,BLACK,MALE,1964,
1042258,BLACK,MALE,1996,
1042260,WHITE HISPANIC,MALE,1976,UNKNOWN
1042261,BLACK,FEMALE,1969,
1042262,BLACK,MALE,1978,
1042263,BLACK,FEMALE,1970,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042264,BLACK,MALE,1991,"INJURED, HOSPITALIZED"
1042265,BLACK,MALE,1976,"INJURED, NOT HOSPITALIZED"
1042266,BLACK,FEMALE,1955,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042267,WHITE,MALE,1961,
1042268,BLACK,FEMALE,1975,
1042268,BLACK,MALE,1993,
1042269,WHITE HISPANIC,MALE,1979,
1042270,BLACK,FEMALE,1968,"INJURED, NOT HOSPITALIZED"
1042271,BLACK,FEMALE,1965,
1042272,,,,
1042274,WHITE HISPANIC,FEMALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042275,BLACK,MALE,1995,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042275,BLACK,MALE,1991,"INJURED, NOT HOSPITALIZED"
1042276,,,,
1042277,BLACK,MALE,1978,
1042279,BLACK,MALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042280,,,,
1042281,BLACK,MALE,1958,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042282,BLACK,MALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042282,BLACK,MALE,,"INJURED, NOT HOSPITALIZED"
1042283,BLACK,MALE,1958,
1042284,BLACK,MALE,1974,
1042285,BLACK,FEMALE,1953,
1042285,BLACK,FEMALE,1953,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042289,ASIAN/PACIFIC ISLANDER,MALE,,UNKNOWN
1042291,BLACK,FEMALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042292,WHITE,FEMALE,1985,
1042293,BLACK,MALE,1960,
1042294,BLACK,MALE,1982,
1042295,BLACK,FEMALE,,
1042298,WHITE HISPANIC,MALE,1977,"INJURED, REFUSED MEDICAL AID"
1042300,BLACK,MALE,1991,"INJURED, NOT HOSPITALIZED"
1042304,BLACK,FEMALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042304,BLACK,MALE,2008,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042304,BLACK,MALE,2003,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042304,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042305,,,,
1042306,WHITE,FEMALE,1968,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042307,WHITE HISPANIC,MALE,1960,
1042309,WHITE HISPANIC,MALE,1990,"INJURED, NOT HOSPITALIZED"
1042311,BLACK,FEMALE,1956,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042312,,,,
1042313,BLACK,MALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042313,BLACK,MALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042314,WHITE HISPANIC,MALE,1955,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042316,WHITE,MALE,1963,
1042317,WHITE,MALE,1981,
1042320,WHITE HISPANIC,FEMALE,1988,
1042322,WHITE,FEMALE,1942,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042323,BLACK,MALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042324,,,1994,UNKNOWN
1042324,,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042324,,,1995,UNKNOWN
1042324,,,1994,"INJURED, HOSPITALIZED"
1042325,BLACK,MALE,1966,
1042326,,,,
1042327,BLACK,MALE,1967,UNKNOWN
1042328,BLACK,MALE,1975,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042329,BLACK,FEMALE,1996,UNKNOWN
1042330,BLACK,MALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042331,WHITE HISPANIC,FEMALE,1974,
1042332,BLACK,MALE,1994,
1042333,UNKNOWN,MALE,,
1042334,BLACK,MALE,1972,
1042335,,,,
1042336,,,,
1042338,BLACK,FEMALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042339,WHITE,FEMALE,1956,
1042340,BLACK,MALE,,
1042340,BLACK,FEMALE,1975,
1042341,BLACK,MALE,1975,"INJURED, NOT HOSPITALIZED"
1042342,BLACK,MALE,1971,
1042346,WHITE,MALE,1976,
1042346,WHITE,MALE,1990,
1042347,WHITE HISPANIC,MALE,1970,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042347,WHITE HISPANIC,MALE,1992,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042347,WHITE,FEMALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042348,BLACK,MALE,1958,
1042349,BLACK,MALE,1985,"INJURED, NOT HOSPITALIZED"
1042350,BLACK,MALE,1965,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042352,,,,
1042353,,,,UNKNOWN
1042354,BLACK,MALE,1990,
1042356,BLACK,MALE,1984,
1042357,WHITE HISPANIC,MALE,1976,
1042359,BLACK,MALE,1988,
1042360,BLACK,FEMALE,1955,UNKNOWN
1042362,,,,
1042363,WHITE,FEMALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042364,,,,
1042366,BLACK,FEMALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042367,BLACK,MALE,1994,UNKNOWN
1042368,BLACK,MALE,1974,UNKNOWN
1042369,,,,
1042370,,,,
1042371,BLACK,MALE,1978,"INJURED, NOT HOSPITALIZED"
1042372,BLACK,FEMALE,1967,
1042372,BLACK,MALE,1996,
1042372,BLACK,MALE,1993,
1042373,BLACK,MALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042374,BLACK,FEMALE,1987,UNKNOWN
1042375,BLACK,FEMALE,1986,
1042377,BLACK,MALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042377,BLACK,MALE,1973,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042378,,,,
1042379,WHITE,MALE,1979,UNKNOWN
1042379,WHITE,MALE,1984,UNKNOWN
1042380,,MALE,1982,
1042381,,,,
1042382,BLACK,MALE,1981,
1042383,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042384,BLACK,MALE,1981,"DECEASED, UNDER INFLUENCE"
1042384,WHITE,FEMALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042385,BLACK,MALE,1975,
1042386,,,,
1042387,BLACK,FEMALE,1940,
1042387,BLACK,FEMALE,1993,"INJURED, NOT HOSPITALIZED"
1042388,BLACK,MALE,1983,
1042389,BLACK,MALE,1979,UNKNOWN
1042390,BLACK,MALE,1986,UNKNOWN
1042391,BLACK,MALE,1964,
1042394,BLACK,MALE,1974,
1042395,,FEMALE,1986,
1042396,BLACK,FEMALE,1975,
1042396,BLACK,FEMALE,1996,
1042398,BLACK,MALE,1994,
1042399,BLACK,MALE,1981,
1042400,WHITE,MALE,1995,UNKNOWN
1042400,WHITE,FEMALE,1989,UNKNOWN
1042401,BLACK,MALE,1985,UNKNOWN
1042401,BLACK,MALE,1986,UNKNOWN
1042402,BLACK,MALE,1965,
1042406,,,,
1042408,BLACK,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042409,BLACK,MALE,1966,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042410,,,,UNKNOWN
1042411,BLACK,MALE,1993,"INJURED, NOT HOSPITALIZED"
1042412,BLACK,MALE,1984,
1042413,BLACK,MALE,1988,
1042415,BLACK,MALE,1970,
1042417,BLACK,MALE,1989,
1042420,,,,
1042421,BLACK,MALE,1962,
1042422,BLACK,FEMALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042423,BLACK,FEMALE,1982,
1042425,BLACK,MALE,1979,
1042426,BLACK,FEMALE,1966,
1042428,WHITE HISPANIC,FEMALE,1947,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042428,WHITE HISPANIC,FEMALE,1967,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042429,WHITE,MALE,,UNKNOWN
1042432,BLACK,MALE,1958,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042433,BLACK,MALE,1958,UNKNOWN
1042434,BLACK,MALE,1985,
1042435,BLACK,MALE,1968,
1042436,WHITE HISPANIC,MALE,1955,
1042437,WHITE,FEMALE,1988,
1042438,BLACK,MALE,1989,
1042440,BLACK,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042442,BLACK,MALE,1989,
1042442,BLACK,FEMALE,1986,
1042443,BLACK,FEMALE,1967,
1042445,BLACK,FEMALE,1984,
1042447,BLACK,MALE,1974,
1042448,BLACK,FEMALE,1980,UNKNOWN
1042449,BLACK,MALE,1990,
1042450,BLACK,MALE,1990,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042451,BLACK,MALE,1954,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042452,BLACK,FEMALE,1976,"INJURED, NOT HOSPITALIZED"
1042453,,,,
1042454,BLACK,MALE,1965,UNKNOWN
1042454,BLACK,MALE,,UNKNOWN
1042455,BLACK,MALE,1963,
1042456,BLACK,FEMALE,,UNKNOWN
1042458,ASIAN/PACIFIC ISLANDER,MALE,,
1042458,ASIAN/PACIFIC ISLANDER,MALE,1978,
1042459,WHITE HISPANIC,MALE,1969,UNKNOWN
1042461,ASIAN/PACIFIC ISLANDER,FEMALE,1957,
1042463,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042465,BLACK,MALE,1995,
1042467,BLACK,FEMALE,1992,
1042468,WHITE,MALE,,
1042469,BLACK,MALE,1995,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042469,BLACK,MALE,1995,"INJURED, HOSPITALIZED"
1042469,BLACK,MALE,,"INJURED, HOSPITALIZED"
1042469,BLACK,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042470,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042471,WHITE HISPANIC,FEMALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042472,BLACK,MALE,1992,
1042473,BLACK,MALE,1953,
1042474,WHITE,FEMALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042476,BLACK,MALE,1964,"INJURED, HOSPITALIZED"
1042477,BLACK,FEMALE,1970,UNKNOWN
1042479,BLACK,MALE,1964,
1042481,WHITE HISPANIC,FEMALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042484,BLACK,FEMALE,1969,
1042487,BLACK,MALE,1979,UNKNOWN
1042489,BLACK,MALE,1995,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042489,BLACK,MALE,1996,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042489,BLACK,MALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042490,,,,
1042494,WHITE,MALE,1920,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042495,WHITE HISPANIC,MALE,1985,
1042496,WHITE HISPANIC,MALE,1987,
1042497,BLACK,FEMALE,1985,
1042498,BLACK,FEMALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042498,BLACK,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042501,BLACK,FEMALE,1989,
1042501,BLACK,MALE,1977,
1042502,BLACK,MALE,1983,"INJURED, HOSPITALIZED"
1042503,WHITE HISPANIC,MALE,1989,"INJURED, NOT HOSPITALIZED"
1042504,BLACK,FEMALE,1982,
1042506,,FEMALE,,UNKNOWN
1042508,,FEMALE,,
1042509,,,,
1042511,BLACK,FEMALE,1961,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042513,,,,
1042516,WHITE HISPANIC,MALE,1980,
1042517,WHITE HISPANIC,FEMALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042517,WHITE HISPANIC,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042518,BLACK,FEMALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042519,,,,
1042520,BLACK,FEMALE,1986,
1042521,BLACK,FEMALE,1964,
1042522,WHITE,MALE,1966,DECEASED
1042523,,,,
1042527,WHITE HISPANIC,MALE,1971,
1042528,WHITE HISPANIC,FEMALE,1980,
1042529,BLACK,MALE,1972,
1042530,,MALE,,UNKNOWN
1042530,WHITE HISPANIC,MALE,,UNKNOWN
1042531,BLACK,MALE,1988,UNKNOWN
1042531,BLACK,MALE,1988,UNKNOWN
1042532,BLACK,MALE,1983,"INJURED, NOT HOSPITALIZED"
1042533,BLACK,MALE,1991,
1042534,,,,
1042535,,,,
1042536,BLACK,MALE,,
1042536,BLACK,MALE,,UNKNOWN
1042539,BLACK,MALE,1981,"INJURED, NOT HOSPITALIZED"
1042541,BLACK,MALE,1979,UNKNOWN
1042541,BLACK,FEMALE,1980,UNKNOWN
1042542,WHITE HISPANIC,MALE,1981,
1042544,BLACK,MALE,,
1042546,WHITE,FEMALE,1968,UNKNOWN
1042546,WHITE,MALE,,
1042546,WHITE,MALE,1966,UNKNOWN
1042547,BLACK,MALE,1974,
1042548,BLACK,MALE,1976,
1042549,BLACK,FEMALE,1990,
1042550,BLACK,FEMALE,1993,UNKNOWN
1042550,BLACK,FEMALE,1969,UNKNOWN
1042550,BLACK,MALE,1989,UNKNOWN
1042551,BLACK,MALE,1977,
1042553,WHITE HISPANIC,FEMALE,1963,
1042554,WHITE HISPANIC,FEMALE,1997,
1042555,,,,
1042556,WHITE HISPANIC,MALE,,
1042556,WHITE,FEMALE,,
1042556,WHITE,MALE,,
1042557,BLACK,MALE,1964,UNKNOWN
1042557,BLACK,FEMALE,1965,UNKNOWN
1042557,BLACK,MALE,,UNKNOWN
1042558,BLACK,MALE,1963,UNKNOWN
1042559,BLACK,FEMALE,1966,"INJURED, HOSPITALIZED"
1042560,BLACK,MALE,1978,
1042561,BLACK,MALE,1996,
1042561,BLACK,FEMALE,1958,
1042562,,,1971,
1042565,BLACK,MALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042565,BLACK,MALE,1990,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042565,BLACK,MALE,1954,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042567,WHITE HISPANIC,FEMALE,,
1042568,,MALE,,
1042569,BLACK,MALE,1960,"INJURED, NOT HOSPITALIZED"
1042570,BLACK,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042571,WHITE HISPANIC,MALE,1962,
1042572,BLACK,FEMALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042573,BLACK,FEMALE,1961,
1042575,,,,
1042576,BLACK,MALE,1981,
1042577,BLACK,MALE,1978,"INJURED, NOT HOSPITALIZED"
1042578,BLACK,FEMALE,1984,
1042579,BLACK,FEMALE,1984,
1042580,WHITE,FEMALE,1976,
1042581,WHITE HISPANIC,MALE,1981,
1042581,WHITE HISPANIC,MALE,1981,
1042582,BLACK,MALE,1991,UNKNOWN
1042582,BLACK,FEMALE,1980,UNKNOWN
1042582,BLACK,FEMALE,1992,UNKNOWN
1042583,BLACK,MALE,1993,
1042583,BLACK,MALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042584,WHITE,FEMALE,1994,"INJURED, NOT HOSPITALIZED"
1042584,BLACK,FEMALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042585,,,,
1042586,BLACK,FEMALE,1973,UNKNOWN
1042587,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042589,BLACK,MALE,1984,
1042591,BLACK,MALE,1976,UNKNOWN
1042592,BLACK,MALE,1987,UNKNOWN
1042594,BLACK,FEMALE,1956,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042594,BLACK,MALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042596,BLACK,MALE,1987,
1042597,BLACK,MALE,1984,
1042599,BLACK,MALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042599,BLACK,MALE,1980,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042600,BLACK,MALE,1980,
1042600,BLACK,MALE,1980,
1042602,BLACK,MALE,1977,
1042603,BLACK,MALE,1989,
1042604,BLACK,MALE,1989,UNKNOWN
1042605,ASIAN/PACIFIC ISLANDER,MALE,1989,
1042607,WHITE,FEMALE,1960,
1042609,BLACK,MALE,1984,"INJURED, NOT HOSPITALIZED"
1042609,BLACK,FEMALE,1964,UNKNOWN
1042610,WHITE HISPANIC,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042610,WHITE HISPANIC,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042611,BLACK,MALE,1963,
1042612,,,,
1042613,WHITE,MALE,1979,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042614,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042615,,,,
1042616,BLACK,FEMALE,1974,UNKNOWN
1042618,WHITE,MALE,1990,"INJURED, NOT HOSPITALIZED"
1042619,BLACK,MALE,1988,
1042621,BLACK,FEMALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042621,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042622,BLACK,FEMALE,1979,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042624,,,,
1042626,BLACK,MALE,1989,
1042627,BLACK,MALE,1992,
1042629,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042629,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042631,BLACK,FEMALE,1977,
1042633,BLACK,MALE,1960,UNKNOWN
1042634,,,,
1042635,,,,
1042637,BLACK,FEMALE,,
1042639,WHITE,MALE,1976,
1042640,BLACK,FEMALE,1966,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042640,BLACK,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042641,BLACK,FEMALE,1965,
1042642,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042643,BLACK,FEMALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042643,BLACK,FEMALE,,UNKNOWN
1042643,BLACK,MALE,1984,"INJURED, NOT HOSPITALIZED"
1042643,BLACK,MALE,,UNKNOWN
1042644,BLACK,FEMALE,1968,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042645,BLACK,MALE,1985,
1042647,BLACK,FEMALE,1957,UNKNOWN
1042647,BLACK,FEMALE,,UNKNOWN
1042648,WHITE,MALE,1954,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042651,WHITE HISPANIC,FEMALE,1980,
1042654,,,,
1042655,BLACK,MALE,1960,UNKNOWN
1042656,BLACK,FEMALE,1963,
1042657,BLACK,MALE,1961,"INJURED, NOT HOSPITALIZED"
1042661,WHITE HISPANIC,MALE,1990,"INJURED, NOT HOSPITALIZED"
1042663,BLACK,MALE,1983,"INJURED, REFUSED MEDICAL AID"
1042664,WHITE HISPANIC,FEMALE,1990,
1042666,BLACK,FEMALE,1973,
1042668,WHITE,FEMALE,1977,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042668,WHITE HISPANIC,MALE,1979,"INJURED, NOT HOSPITALIZED"
1042670,BLACK,MALE,1991,
1042670,BLACK,MALE,1990,
1042671,BLACK,MALE,1983,
1042672,,,,
1042673,,,,
1042674,BLACK,FEMALE,,
1042675,BLACK,FEMALE,1967,UNKNOWN
1042676,BLACK,MALE,1973,
1042677,,,,
1042679,WHITE,MALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042680,BLACK,FEMALE,1958,
1042681,BLACK,FEMALE,1990,
1042682,BLACK,FEMALE,1946,UNKNOWN
1042684,BLACK,MALE,,
1042686,WHITE HISPANIC,MALE,1982,
1042689,WHITE HISPANIC,FEMALE,,UNKNOWN
1042690,BLACK,MALE,1989,
1042691,BLACK,FEMALE,1974,"INJURED, NOT HOSPITALIZED"
1042692,BLACK,FEMALE,1961,
1042693,BLACK,MALE,1992,
1042694,,,,
1042695,,,,
1042696,WHITE,MALE,1961,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042697,BLACK,FEMALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042700,WHITE HISPANIC,FEMALE,1970,
1042701,BLACK,FEMALE,1979,
1042702,BLACK,MALE,1988,
1042706,BLACK,FEMALE,1978,
1042708,WHITE HISPANIC,FEMALE,1985,UNKNOWN
1042712,WHITE HISPANIC,MALE,1984,
1042713,BLACK,FEMALE,1969,
1042714,BLACK,FEMALE,1989,
1042714,BLACK,FEMALE,1966,
1042717,BLACK,MALE,1964,
1042718,BLACK,MALE,1989,
1042719,,,,
1042720,WHITE,MALE,1969,
1042723,WHITE HISPANIC,MALE,1972,
1042724,BLACK,MALE,1996,
1042724,BLACK,FEMALE,1983,
1042725,BLACK,FEMALE,1965,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042726,,,,
1042727,WHITE HISPANIC,MALE,1950,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042728,,,,
1042729,WHITE HISPANIC,MALE,1978,
1042730,BLACK,MALE,1981,
1042731,BLACK,MALE,1982,
1042732,BLACK,FEMALE,1990,UNKNOWN
1042733,BLACK,MALE,1984,UNKNOWN
1042734,BLACK,MALE,1997,
1042736,BLACK,MALE,1966,"INJURED, NOT HOSPITALIZED"
1042737,WHITE,FEMALE,1957,
1042738,BLACK,FEMALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042739,BLACK,MALE,1996,"INJURED, NOT HOSPITALIZED"
1042740,WHITE HISPANIC,MALE,,
1042742,BLACK,MALE,1982,
1042743,BLACK,FEMALE,1967,UNKNOWN
1042745,BLACK,FEMALE,1982,
1042746,WHITE,MALE,1960,
1042747,BLACK,FEMALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042748,BLACK,MALE,1970,
1042749,BLACK,FEMALE,1992,"INJURED, NOT HOSPITALIZED"
1042750,BLACK,MALE,1983,
1042751,BLACK,MALE,1987,
1042755,,,,
1042756,BLACK,MALE,1984,
1042757,WHITE HISPANIC,MALE,1974,
1042758,BLACK,FEMALE,1969,
1042759,WHITE,MALE,1977,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042761,BLACK,FEMALE,1958,
1042762,BLACK,MALE,1989,
1042762,BLACK,MALE,1988,
1042763,BLACK,MALE,1977,
1042764,WHITE HISPANIC,MALE,1970,UNKNOWN
1042764,WHITE HISPANIC,MALE,1969,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042764,WHITE HISPANIC,MALE,1976,UNKNOWN
1042765,BLACK,FEMALE,1960,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042766,BLACK,MALE,1995,"INJURED, NOT HOSPITALIZED"
1042766,BLACK,MALE,1995,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042767,BLACK,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042768,BLACK,MALE,,UNKNOWN
1042769,BLACK,FEMALE,,UNKNOWN
1042770,BLACK,MALE,1959,UNKNOWN
1042771,BLACK,MALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042772,WHITE,FEMALE,1984,"INJURED, HOSPITALIZED"
1042773,BLACK,MALE,1993,
1042774,BLACK,FEMALE,1968,
1042774,BLACK,MALE,1994,"INJURED, NOT HOSPITALIZED"
1042774,BLACK,MALE,1991,UNKNOWN
1042775,BLACK,MALE,1977,
1042776,BLACK,MALE,1980,UNKNOWN
1042777,BLACK,FEMALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042777,BLACK,MALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042778,ASIAN/PACIFIC ISLANDER,MALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042778,BLACK,MALE,1969,"INJURED, NOT HOSPITALIZED"
1042779,BLACK,FEMALE,1955,
1042781,BLACK,MALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042781,BLACK,FEMALE,1949,"INJURED, HOSPITALIZED"
1042783,BLACK,FEMALE,1943,
1042784,BLACK,FEMALE,1986,
1042785,WHITE HISPANIC,MALE,1985,
1042787,WHITE,MALE,1981,UNKNOWN
1042788,BLACK,MALE,1968,"INJURED, NOT HOSPITALIZED"
1042789,BLACK,MALE,1959,
1042790,BLACK,MALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042791,UNKNOWN,MALE,,UNKNOWN
1042792,,FEMALE,,UNKNOWN
1042794,BLACK,FEMALE,1973,
1042796,BLACK,MALE,1987,
1042798,WHITE HISPANIC,MALE,1982,
1042801,,,,
1042802,WHITE,MALE,1964,
1042803,WHITE,MALE,,UNKNOWN
1042806,WHITE,MALE,,
1042807,ASIAN/PACIFIC ISLANDER,MALE,1979,UNKNOWN
1042808,BLACK,FEMALE,1990,
1042811,UNKNOWN,MALE,,
1042813,,,,
1042816,BLACK,FEMALE,1978,
1042817,WHITE HISPANIC,MALE,1974,
1042818,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042819,BLACK,FEMALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042820,WHITE,MALE,1963,
1042822,WHITE,MALE,1953,UNKNOWN
1042822,WHITE,FEMALE,1960,UNKNOWN
1042824,,,,
1042825,,,,
1042826,BLACK,FEMALE,1978,
1042830,BLACK,MALE,1990,
1042831,,,,
1042832,BLACK,MALE,1987,"INJURED, HOSPITALIZED"
1042833,,,,
1042834,BLACK,MALE,1969,
1042835,BLACK,MALE,1984,
1042836,BLACK,MALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042838,BLACK,MALE,1958,
1042839,BLACK,MALE,1958,"INJURED, NOT HOSPITALIZED"
1042840,BLACK,FEMALE,1979,UNKNOWN
1042844,,FEMALE,,
1042845,BLACK,MALE,1980,UNKNOWN
1042845,BLACK,FEMALE,1983,UNKNOWN
1042847,,,,
1042848,WHITE HISPANIC,FEMALE,1997,
1042848,WHITE HISPANIC,FEMALE,1980,
1042850,BLACK,MALE,1969,"INJURED, NOT HOSPITALIZED"
1042851,BLACK,MALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042852,WHITE,FEMALE,1968,UNKNOWN
1042853,,,,
