LOG_NO,RACE,GENDER,BIRTH_YEAR,AGE
1021232,,,,
1021233,,,,
1021234,,,,
1021235,,,,
1021236,,,,
1021237,BLACK,MALE,1993,15
1021239,WHITE,MALE,1961,47
1021240,,,,
1021242,,,,
1021246,BLACK,MALE,1975,33
1021248,,,,
1021252,,,,
1021254,,,,
1021255,BLACK,FEMALE,,
1021255,BLACK,FEMALE,,
1021256,,,,
1021257,,,,
1021258,,,,
1021259,,,,
1021261,,,,
1021262,,,,
1021263,,,,
1021264,,,,
1021266,,,,
1021267,,,,
1021268,BLACK,FEMALE,1971,37
1021268,BLACK,FEMALE,1975,33
1021270,,,,
1021271,,,,
1021272,,,,
1021273,,,,
1021274,,,,
1021275,,,,
1021276,,,,
1021277,,,,
1021282,,,,
1021284,BLACK,FEMALE,1987,21
1021284,BLACK,MALE,1985,23
1021284,BLACK,FEMALE,1979,29
1021286,,,,
1021287,BLACK,FEMALE,1986,21
1021289,,,,
1021291,,,,
1021292,BLACK,FEMALE,1973,35
1021293,,,,
1021294,,,,
1021295,,,,
1021297,,,,
1021298,UNKNOWN,MALE,,
1021299,,,,
1021300,BLACK,MALE,1984,23
1021304,,,,
1021305,,,,
1021306,,,,
1021307,BLACK,MALE,1991,17
1021307,BLACK,MALE,1993,15
1021308,BLACK,FEMALE,,
1021308,BLACK,MALE,,
1021308,WHITE,FEMALE,,
1021308,UNKNOWN,FEMALE,,
1021309,,,,
1021310,,,,
1021311,,,,
1021312,,,,
1021313,,,,
1021314,,,,
1021315,BLACK,MALE,1967,41
1021316,WHITE HISPANIC,MALE,1990,18
1021316,WHITE HISPANIC,MALE,1990,18
1021316,WHITE HISPANIC,MALE,1994,14
1021317,,,,
1021318,,,,
1021319,WHITE,FEMALE,1985,23
1021321,,,,
1021322,,,,
1021323,,,,
1021324,,,,
1021325,BLACK,MALE,1986,22
1021325,BLACK,MALE,1986,22
1021326,UNKNOWN,MALE,,
1021326,UNKNOWN,MALE,,
1021326,UNKNOWN,MALE,,
1021327,,,,
1021329,,,,
1021331,,,,
1021333,,,,
1021335,BLACK,MALE,1987,21
1021335,BLACK,MALE,1986,22
1021335,BLACK,MALE,1983,24
1021336,,,,
1021337,WHITE,MALE,,
1021337,WHITE HISPANIC,MALE,1983,25
1021337,WHITE,FEMALE,1955,53
1021337,WHITE HISPANIC,MALE,1982,25
1021337,WHITE HISPANIC,MALE,1982,25
1021337,WHITE,FEMALE,1983,25
1021337,WHITE HISPANIC,FEMALE,1983,25
1021338,WHITE,FEMALE,1985,23
1021338,WHITE,FEMALE,1985,23
1021341,BLACK,FEMALE,1961,47
1021342,,,,
1021343,,,,
1021344,,,,
1021345,,,,
1021347,,,,
1021348,,,,
1021349,,,,
1021350,,,,
1021351,,,,
1021352,BLACK,FEMALE,1957,51
1021352,BLACK,FEMALE,1985,23
1021352,BLACK,MALE,1980,28
1021352,BLACK,FEMALE,1979,29
1021355,,,,
1021356,,,,
1021358,,,,
1021362,,,,
1021363,,,,
1021364,,,,
1021365,,,,
1021367,,,,
1021368,,MALE,,
1021369,,,,
1021371,BLACK,FEMALE,1986,22
1021372,WHITE,MALE,1952,56
1021374,,,,
1021375,,,,
1021376,,,,
1021377,,,,
1021378,,,,
1021379,,,,
1021380,,,,
1021381,BLACK,MALE,,
1021381,BLACK,MALE,,
1021384,,,,
1021385,,,,
1021386,,,,
1021387,,,,
1021388,,,,
1021389,BLACK,MALE,1987,21
1021389,BLACK,MALE,,
1021391,,,,
1021392,,,,
1021393,,,,
1021394,BLACK,FEMALE,,
1021394,BLACK,FEMALE,,
1021395,BLACK,FEMALE,1946,62
1021396,,,,
1021397,WHITE,MALE,,
1021399,,,,
1021400,,,,
1021401,,,,
1021402,,,,
1021403,,,,
1021404,,,,
1021406,,,,
1021407,,,,
1021408,,,,
1021410,,,,
1021411,BLACK,FEMALE,1985,23
1021411,BLACK,FEMALE,1982,26
1021411,BLACK,MALE,,
1021411,BLACK,FEMALE,1986,22
1021414,,,,
1021416,,,,
1021417,,,,
1021418,,,,
1021419,,,,
1021421,BLACK,FEMALE,1967,40
1021422,BLACK,FEMALE,1960,48
1021422,BLACK,FEMALE,1973,35
1021423,BLACK,FEMALE,,
1021423,BLACK,MALE,1982,25
1021424,,,,
1021425,,,,
1021427,,,,
1021428,,,,
1021429,,,,
1021430,,,,
1021431,,,,
1021432,,,,
1021434,,,,
1021435,,,,
1021436,BLACK,FEMALE,1985,23
1021436,BLACK,FEMALE,1985,23
1021437,,,,
1021438,,,,
1021439,,,,
1021440,,,,
1021441,,,,
1021442,BLACK,MALE,1975,33
1021444,,,,
1021445,,,,
1021446,,,,
1021447,BLACK,FEMALE,1985,22
1021449,,,,
1021452,,,,
1021454,,,,
1021455,,,,
1021456,,,,
1021457,,,,
1021458,BLACK,MALE,,
1021458,BLACK,FEMALE,,
1021458,BLACK,FEMALE,,
1021458,BLACK,FEMALE,1973,35
1021459,BLACK,MALE,1978,30
1021459,BLACK,MALE,1985,23
1021460,,,,
1021462,WHITE HISPANIC,FEMALE,1983,25
1021465,,,,
1021467,BLACK,FEMALE,1992,16
1021468,,,,
1021469,WHITE HISPANIC,FEMALE,,
1021469,WHITE HISPANIC,FEMALE,,
1021470,,,,
1021471,BLACK,FEMALE,1982,26
1021471,BLACK,FEMALE,1985,23
1021471,BLACK,MALE,,
1021473,BLACK,MALE,1980,28
1021475,BLACK,MALE,1965,43
1021475,,FEMALE,1972,36
1021475,,MALE,,
1021476,WHITE HISPANIC,FEMALE,1964,44
1021482,,,,
1021483,,,,
1021484,,,,
1021485,BLACK,FEMALE,,
1021486,,,,
1021487,,,,
1021489,WHITE HISPANIC,FEMALE,1988,20
1021490,,,,
1021491,,,,
1021492,,,,
1021493,,,,
1021496,,,,
1021497,,,,
1021498,WHITE,MALE,1985,23
1021499,BLACK,FEMALE,1968,40
1021500,BLACK,FEMALE,1980,28
1021500,BLACK,FEMALE,1978,29
1021501,,,,
1021503,,,,
1021504,,,,
1021505,,,,
1021506,,,,
1021507,,,,
1021508,,,,
1021509,,,,
1021511,,,,
1021513,BLACK,FEMALE,1987,21
1021513,BLACK,FEMALE,1982,26
1021513,BLACK,MALE,1962,46
1021514,,,,
1021516,,,,
1021517,,,,
1021518,,,,
1021519,,,,
1021520,BLACK,FEMALE,,
1021522,,,,
1021523,,,,
1021524,,,,
1021525,,,,
1021526,,,,
1021527,BLACK,MALE,1976,32
1021529,,,,
1021530,,MALE,1972,36
1021531,,,,
1021532,,,,
1021534,,,,
1021535,,,,
1021536,,,,
1021537,WHITE,MALE,1960,47
1021537,WHITE HISPANIC,FEMALE,1986,22
1021537,WHITE,FEMALE,1965,43
1021538,,,,
1021540,,,,
1021541,WHITE,MALE,1968,40
1021541,WHITE HISPANIC,FEMALE,1988,19
1021543,WHITE HISPANIC,FEMALE,,
1021543,WHITE HISPANIC,FEMALE,1989,19
1021544,,,,
1021545,,,,
1021547,,,,
1021550,,,,
1021551,,,,
1021552,,,,
1021553,,,,
1021555,,,,
1021556,BLACK,MALE,1990,18
1021557,BLACK,FEMALE,1952,55
1021557,BLACK,MALE,1994,14
1021558,,,,
1021559,,,,
1021560,BLACK,FEMALE,1979,29
1021561,,,,
1021562,,,,
1021563,BLACK,MALE,1948,60
1021564,,,,
1021566,,,,
1021567,,,,
1021568,,,,
1021569,,,,
1021570,UNKNOWN,FEMALE,1977,31
1021570,UNKNOWN,FEMALE,,
1021570,BLACK,FEMALE,1966,42
1021570,UNKNOWN,FEMALE,,
1021571,,,,
1021572,BLACK HISPANIC,MALE,1989,18
1021572,WHITE,MALE,,
1021573,,,,
1021574,WHITE,FEMALE,1978,29
1021575,,,,
1021576,,,,
1021577,,,,
1021578,,,,
1021579,,,,
1021580,,,,
1021581,,,,
1021583,,,,
1021586,,,,
1021589,BLACK,MALE,,
1021590,,,,
1021592,,,,
1021593,,,,
1021594,,,,
1021594,WHITE,MALE,,
1021594,WHITE,MALE,,
1021595,,,,
1021596,,,,
1021598,,,,
1021599,,,,
1021600,,,,
1021601,,,,
1021603,,,,
1021605,WHITE HISPANIC,MALE,1987,21
1021606,BLACK,MALE,1995,13
1021607,,,,
1021608,,,,
1021609,,,,
1021610,BLACK,FEMALE,,
1021610,BLACK,FEMALE,,
1021611,,,,
1021612,,,,
1021613,,,,
1021614,,,,
1021615,,,,
1021616,,,,
1021617,,,,
1021618,,,,
1021619,,,,
1021620,,,,
1021621,,,,
1021622,,,,
1021624,,,,
1021625,,,,
1021626,,,,
1021628,,,,
1021630,BLACK,FEMALE,,
1021631,,,,
1021633,BLACK,FEMALE,1983,25
1021635,,,,
1021636,,,,
1021638,,,,
1021639,,,,
1021640,,,,
1021641,BLACK,MALE,1973,34
1021641,BLACK,MALE,1971,36
1021643,WHITE HISPANIC,MALE,1969,39
1021644,,,,
1021647,,,,
1021649,,,,
1021652,,,,
1021653,,,,
1021654,,,,
1021655,,,,
1021656,,,,
1021657,,,,
1021658,,,,
1021659,,,,
1021661,,,,
1021662,,,,
1021663,,,,
1021666,,,,
1021667,,,,
1021668,,,,
1021669,,,,
1021670,BLACK,FEMALE,,
1021671,,,,
1021673,,,,
1021675,,,,
1021678,,,,
1021680,,,,
1021681,,,,
1021682,,,,
1021683,,,,
1021685,,,,
1021686,,,,
1021687,,,,
1021688,,,,
1021689,,,,
1021690,,,,
1021691,BLACK,MALE,,
1021692,,,,
1021693,,,,
1021694,,,,
1021695,WHITE HISPANIC,MALE,,
1021696,,,,
1021697,BLACK,MALE,1989,19
1021697,BLACK,MALE,1970,38
1021699,,,,
1021700,,,,
1021701,,,,
1021702,,,,
1021703,,,,
1021704,BLACK,FEMALE,1966,42
1021706,,,,
1021707,,,,
1021708,,,,
1021710,,,,
1021711,,,,
1021712,,,,
1021713,,,,
1021714,,,,
1021715,,,,
1021717,,,,
1021718,,,,
1021719,,,,
1021720,,,,
1021721,,,,
1021722,,,,
1021723,,,,
1021724,BLACK,FEMALE,,
1021725,,,,
1021726,,,,
1021728,,,,
1021729,,,,
1021730,BLACK,FEMALE,1996,11
1021730,BLACK,FEMALE,1995,13
1021731,,,,
1021732,,,,
1021733,,,,
1021734,,,,
1021735,,,,
1021736,,,,
1021738,,,,
1021739,,,,
1021740,BLACK,FEMALE,1978,29
1021741,,,,
1021742,,,,
1021743,,,,
1021745,BLACK,FEMALE,,
1021745,BLACK,FEMALE,,
1021746,,,,
1021748,,,,
1021749,,,,
1021753,,,,
1021754,,,,
1021755,BLACK,MALE,1983,25
1021756,,,,
1021758,,,,
1021759,,,,
1021760,,,,
1021762,,,,
1021764,,,,
1021765,BLACK,FEMALE,1983,25
1021765,BLACK,FEMALE,1964,44
1021766,,,,
1021767,,,,
1021768,,,,
1021770,BLACK,MALE,,
1021772,BLACK,MALE,,
1021773,,,,
1021777,,,,
1021780,BLACK,FEMALE,1968,40
1021780,BLACK,FEMALE,1968,40
1021780,WHITE,MALE,1974,34
1021781,BLACK,MALE,1962,46
1021781,BLACK,FEMALE,,
1021781,BLACK,MALE,1984,24
1021782,,,,
1021783,,,,
1021786,,,,
1021787,,,,
1021788,,,,
1021789,,,,
1021790,,,,
1021792,,,,
1021793,,,,
1021794,,,,
1021795,,,,
1021796,,,,
1021797,WHITE HISPANIC,MALE,1971,37
1021797,WHITE HISPANIC,FEMALE,1986,22
1021797,WHITE,MALE,1987,21
1021798,,,,
1021799,,,,
1021801,,,,
1021802,,,,
1021803,,,,
1021804,,,,
1021805,,,,
1021806,,,,
1021807,,,,
1021809,,,,
1021811,,,,
1021812,,,,
1021813,,,,
1021815,WHITE,MALE,,
1021816,,,,
1021817,,,,
1021818,,,,
1021822,,,,
1021823,,,,
1021824,,,,
1021826,,,,
1021827,,,,
1021828,,,,
1021829,,,,
1021830,,,,
1021831,,,,
1021832,,,,
1021833,,,,
1021834,,,,
1021835,,,,
1021836,BLACK,MALE,,
1021837,BLACK,MALE,1962,46
1021839,,,,
1021840,,,,
1021841,,,,
1021842,,,,
1021843,,,,
1021845,,,,
1021847,,,,
1021848,WHITE,FEMALE,,
1021849,,,,
1021850,,,,
1021851,,,,
1021852,,,,
1021853,,,,
1021855,WHITE HISPANIC,MALE,,
1021856,,,,
1021857,,,,
1021859,BLACK,MALE,,
1021861,BLACK,FEMALE,1961,47
1021861,BLACK,FEMALE,,
1021861,BLACK,MALE,,
1021862,,,,
1021863,,,,
1021864,BLACK,FEMALE,1975,33
1021867,,,,
1021868,,,,
1021870,BLACK,MALE,1962,46
1021871,WHITE HISPANIC,MALE,1989,19
1021872,,,,
1021873,,,,
1021875,,,,
1021876,BLACK,MALE,1985,23
1021877,,,,
1021878,,,,
1021879,,,,
1021880,BLACK,FEMALE,1952,55
1021881,,,,
1021882,,,,
1021884,BLACK,FEMALE,1991,17
1021885,,MALE,,
1021885,BLACK,FEMALE,,
1021886,,,,
1021887,BLACK,MALE,1977,31
1021888,,,,
1021889,BLACK,MALE,1991,17
1021891,,,,
1021893,BLACK,MALE,1986,22
1021894,,,,
1021895,,,,
1021896,,,,
1021898,,,,
1021899,,,,
1021900,,,,
1021903,BLACK,MALE,,
1021903,BLACK,FEMALE,1991,17
1021903,BLACK,FEMALE,1995,13
1021904,,,,
1021905,,,,
1021906,,,,
1021907,,,,
1021908,,,,
1021909,,,,
1021910,BLACK,MALE,1958,49
1021912,,,,
1021913,,,,
1021914,,,,
1021915,,,,
1021916,,,,
1021917,,,,
1021918,,,,
1021919,,,,
1021920,BLACK,MALE,,
1021921,,,,
1021923,,,,
1021924,WHITE,FEMALE,1984,24
1021926,,,,
1021927,,,,
1021929,,,,
1021930,,,,
1021931,,,,
1021933,,,,
1021935,,,,
1021936,,,,
1021937,,,,
1021938,,,,
1021939,BLACK,FEMALE,,
1021939,BLACK,FEMALE,,
1021940,,,,
1021941,,,,
1021943,,,,
1021944,,,,
1021945,BLACK,MALE,,
1021946,BLACK,FEMALE,,
1021946,BLACK,FEMALE,1964,44
1021947,WHITE HISPANIC,FEMALE,,
1021948,BLACK,MALE,1991,17
1021948,BLACK,FEMALE,,
1021949,,,,
1021951,,,,
1021953,BLACK,FEMALE,,
1021955,,,,
1021956,WHITE HISPANIC,FEMALE,,
1021956,WHITE HISPANIC,FEMALE,,
1021956,,FEMALE,,
1021956,WHITE HISPANIC,MALE,,
1021956,WHITE HISPANIC,FEMALE,1955,53
1021956,WHITE HISPANIC,FEMALE,1955,53
1021956,BLACK,FEMALE,,
1021956,WHITE HISPANIC,FEMALE,,
1021956,WHITE HISPANIC,MALE,1960,48
1021957,BLACK,FEMALE,1992,16
1021958,,,,
1021959,BLACK,FEMALE,,
1021959,BLACK,FEMALE,1990,18
1021961,WHITE HISPANIC,MALE,,
1021962,,,,
1021965,,,,
1021966,,,,
1021967,,,,
1021969,,,,
1021970,,,,
1021971,,,,
1021973,,,,
1021974,,,,
1021975,,,,
1021978,,,,
1021979,,,,
1021980,,,,
1021981,BLACK,FEMALE,1967,41
1021982,,,,
1021983,,,,
1021984,,,,
1021985,,,,
1021986,,,,
1021987,WHITE,FEMALE,1931,77
1021989,,,,
1021990,,,,
1021991,WHITE,MALE,,
1021993,,,,
1021994,,,,
1021995,,,,
1021996,BLACK,MALE,,
1021997,,,,
1021998,,,,
1021999,,,,
1022000,,,,
1022001,BLACK,MALE,1957,51
1022001,BLACK,MALE,,
1022003,,,,
1022004,BLACK,MALE,1988,20
1022007,,,,
1022010,BLACK,MALE,1971,37
1022010,BLACK,FEMALE,1947,61
1022011,BLACK,FEMALE,1994,14
1022013,BLACK,FEMALE,1961,47
1022014,,,,
1022015,BLACK,FEMALE,,
1022016,WHITE,MALE,1977,31
1022016,BLACK,FEMALE,1979,28
1022016,WHITE,FEMALE,1988,20
1022017,WHITE HISPANIC,MALE,1980,28
1022018,,,,
1022020,,,,
1022021,,,,
1022022,,,,
1022023,BLACK,FEMALE,1971,37
1022024,,,,
1022026,WHITE,MALE,1954,54
1022026,WHITE HISPANIC,MALE,1975,33
1022026,BLACK,MALE,1992,16
1022026,BLACK,FEMALE,1949,59
1022029,,,,
1022031,,MALE,,
1022032,BLACK,FEMALE,,
1022033,,,,
1022034,,,,
1022036,,,,
1022039,,,,
1022040,,,,
1022041,,,,
1022042,,,,
1022043,,,,
1022045,WHITE HISPANIC,MALE,,
1022046,,,,
1022047,,,,
1022048,,,,
1022049,,,,
1022050,,,,
1022051,,,,
1022052,,,,
1022053,ASIAN/PACIFIC ISLANDER,MALE,1978,30
1022054,,,,
1022055,,,,
1022056,,,,
1022057,,,,
1022061,,,,
1022062,BLACK,MALE,,
1022063,,,,
1022064,,,,
1022065,WHITE HISPANIC,FEMALE,1972,35
1022066,,,,
1022067,,,,
1022068,BLACK,MALE,1952,56
1022069,,,,
1022070,BLACK,MALE,1959,49
1022071,,,,
1022072,,,,
1022073,,,,
1022074,BLACK,MALE,1951,57
1022076,,,,
1022077,,,,
1022078,,FEMALE,1983,25
1022078,,FEMALE,1983,25
1022078,,MALE,,
1022078,,FEMALE,,
1022078,,MALE,,
1022078,,MALE,,
1022079,,,,
1022080,,FEMALE,,
1022080,WHITE,FEMALE,,
1022080,,FEMALE,,
1022080,,FEMALE,,
1022080,,MALE,,
1022080,WHITE,MALE,1979,29
1022081,,,,
1022083,,,,
1022084,BLACK,MALE,,
1022085,BLACK,FEMALE,1987,21
1022085,BLACK,FEMALE,,
1022086,,,,
1022087,,,,
1022088,,,,
1022089,,,,
1022090,,,,
1022091,,,,
1022092,,,,
1022093,,,,
1022095,,,,
1022097,,,,
1022098,,,,
1022099,,,,
1022100,,,,
1022101,,,,
1022102,,,,
1022103,,,,
1022104,,,,
1022105,BLACK,MALE,,
1022106,BLACK,FEMALE,,
1022107,,,,
1022108,WHITE,FEMALE,1981,26
1022108,ASIAN/PACIFIC ISLANDER,MALE,1980,28
1022111,,,,
1022112,,,,
1022113,,,,
1022114,,,,
1022115,,,,
1022116,,,,
1022117,,,,
1022118,,,,
1022119,,,,
1022120,,,,
1022121,BLACK,MALE,,
1022121,BLACK,MALE,1979,29
1022123,,,,
1022124,,,,
1022125,,,,
1022126,BLACK,FEMALE,,
1022127,BLACK,FEMALE,1981,27
1022128,,,,
1022130,BLACK,FEMALE,1965,42
1022131,,,,
1022133,,,,
1022137,,,,
1022138,,,,
1022139,,,,
1022140,,,,
1022141,,,,
1022143,BLACK,MALE,,
1022143,BLACK,MALE,1984,24
1022144,WHITE,MALE,,
1022145,,,,
1022146,,,,
1022147,,,,
1022148,,,,
1022150,,,,
1022152,,,,
1022153,,,,
1022154,,,,
1022155,,,,
1022156,,,,
1022157,BLACK,FEMALE,1985,23
1022158,,,,
1022160,,,,
1022162,WHITE,MALE,,
1022163,,,,
1022164,,,,
1022165,,,,
1022165,,,,
1022166,,,,
1022167,,,,
1022168,,,,
1022170,,,,
1022171,,,,
1022172,,,,
1022173,WHITE HISPANIC,FEMALE,1985,22
1022174,,,,
1022175,,,,
1022176,WHITE HISPANIC,MALE,1985,23
1022177,WHITE,FEMALE,,
1022179,,,,
1022181,,,,
1022182,,,,
1022183,,,,
1022184,BLACK,MALE,1970,38
1022185,,,,
1022186,,,,
1022187,WHITE,FEMALE,1971,37
1022188,,,,
1022189,,,,
1022191,,,,
1022193,,,,
1022194,,,,
1022195,,,,
1022196,,,,
1022197,,,,
1022198,,,,
1022199,,,,
1022200,BLACK,MALE,,
1022201,,,,
1022202,,,,
1022203,,,,
1022204,,,,
1022205,,,,
1022206,,,,
1022207,,,,
1022208,BLACK,FEMALE,1960,48
1022209,,,,
1022210,,,,
1022211,,,,
1022212,,,,
1022213,,,,
1022215,,,,
1022216,,,,
1022217,,,,
1022218,,,,
1022220,,,,
1022221,,,,
1022223,,,,
1022225,,,,
1022225,BLACK,MALE,1982,26
1022226,WHITE,MALE,1929,79
1022227,,,,
1022228,,,,
1022229,,,,
1022230,,,,
1022232,BLACK,FEMALE,,
1022233,,FEMALE,,
1022235,BLACK,MALE,1964,44
1022236,BLACK,MALE,,
1022236,BLACK,MALE,,
1022238,,,,
1022239,BLACK,MALE,,
1022240,,,,
1022241,,,,
1022242,,,,
1022243,,,,
1022245,,,,
1022246,,,,
1022247,BLACK,MALE,1992,16
1022247,BLACK,MALE,1987,21
1022248,,,,
1022249,,,,
1022250,,,,
1022251,,,,
1022252,,,,
1022253,,,,
1022254,,,,
1022255,,,,
1022256,,,,
1022257,,,,
1022259,,,,
1022260,,,,
1022262,,,,
1022264,,,,
1022265,,FEMALE,,
1022265,,MALE,,
1022266,WHITE HISPANIC,MALE,,
1022266,BLACK HISPANIC,MALE,,
1022266,WHITE HISPANIC,MALE,,
1022267,,,,
1022269,,,,
1022270,,,,
1022273,,,,
1022274,BLACK,FEMALE,,
1022275,BLACK,FEMALE,,
1022276,,,,
1022278,,,,
1022279,,,,
1022280,,,,
1022280,BLACK,FEMALE,,
1022281,,,,
1022283,,,,
1022284,BLACK,FEMALE,1971,37
1022286,,,,
1022287,,,,
1022288,,,,
1022289,BLACK,FEMALE,1981,27
1022290,,,,
1022291,,,,
1022293,,,,
1022295,WHITE HISPANIC,MALE,,
1022297,,,,
1022298,,,,
1022299,,,,
1022300,BLACK,MALE,1955,53
1022301,BLACK,MALE,1975,33
1022301,UNKNOWN,FEMALE,,
1022302,BLACK,MALE,1969,39
1022304,,,,
1022305,,,,
1022308,,,,
1022310,,,,
1022311,,,,
1022312,,,,
1022313,,,,
1022314,,,,
1022315,,,,
1022316,,,,
1022318,,,,
1022322,,,,
1022323,,,,
1022324,,,,
1022325,,,,
1022326,,,,
1022327,,,,
1022328,,,,
1022329,,,,
1022330,,,,
1022331,,,,
1022332,,,,
1022333,,,,
1022334,,,,
1022335,BLACK,FEMALE,1981,27
1022336,,,,
1022337,BLACK,FEMALE,,
1022337,BLACK,FEMALE,1990,18
1022338,,,,
1022339,BLACK,MALE,,
1022339,BLACK,MALE,,
1022339,BLACK,MALE,,
1022341,BLACK,FEMALE,1983,25
1022341,BLACK,FEMALE,1966,42
1022342,,,,
1022343,,,,
1022345,,,,
1022346,,,,
1022347,,,,
1022348,,,,
1022350,,,,
1022352,,,,
1022353,,,,
1022354,,,,
1022355,WHITE,MALE,1961,47
1022355,,,,
1022357,BLACK,MALE,1968,40
1022357,BLACK,MALE,1979,29
1022358,,,,
1022360,,,,
1022361,,,,
1022363,,,,
1022364,,,,
1022366,,,,
1022367,WHITE,MALE,1982,26
1022368,UNKNOWN,MALE,,
1022369,,,,
1022371,,,,
1022372,,,,
1022373,,,,
1022374,,,,
1022377,,,,
1022378,,,,
1022379,WHITE,MALE,,
1022380,,,,
1022381,,,,
1022382,,,,
1022383,,,,
1022384,,,,
1022385,,,,
1022387,,,,
1022388,BLACK,FEMALE,1964,44
1022389,,,,
1022391,,,,
1022392,,,,
1022393,,,,
1022394,,,,
1022395,,,,
1022397,,,,
1022398,,,,
1022399,,,,
1022400,,,,
1022401,,,,
1022402,,,,
1022403,,,,
1022404,,,,
1022406,BLACK,FEMALE,,
1022407,,,,
1022408,,,,
1022411,,,,
1022412,BLACK,MALE,1988,20
1022412,BLACK,MALE,1988,20
1022412,BLACK,FEMALE,1960,47
1022412,BLACK,MALE,1938,70
1022412,BLACK,FEMALE,1969,39
1022412,BLACK,MALE,1968,40
1022412,BLACK,FEMALE,1937,71
1022412,BLACK,MALE,1991,17
1022412,BLACK,FEMALE,,
1022412,BLACK,MALE,1988,20
1022412,WHITE,FEMALE,,
1022412,BLACK,MALE,1995,13
1022412,BLACK,MALE,1993,15
1022412,BLACK,MALE,,
1022413,BLACK,MALE,1986,22
1022414,,,,
1022416,,,,
1022417,,,,
1022418,,,,
1022419,,,,
1022421,,,,
1022422,,,,
1022423,,,,
1022424,,,,
1022425,,,,
1022426,,,,
1022427,,,,
1022428,,,,
1022429,BLACK,MALE,,
1022429,BLACK,FEMALE,,
1022429,BLACK,MALE,,
1022430,WHITE HISPANIC,MALE,,
1022432,,,,
1022433,,,,
1022434,,,,
1022435,,,,
1022436,,,,
1022437,,,,
1022438,,,,
1022441,,,,
1022442,,,,
1022443,,,,
1022444,,,,
1022445,,,,
1022446,,,,
1022447,,,,
1022448,,,,
1022450,,,,
1022451,,,,
1022452,,,,
1022454,,,,
1022456,,,,
1022457,,,,
1022458,,,,
1022459,,,,
1022460,WHITE HISPANIC,FEMALE,,
1022460,WHITE HISPANIC,FEMALE,,
1022461,,,,
1022462,,,,
1022463,,,,
1022465,,,,
1022466,,,,
1022468,,,,
1022471,,,,
1022472,,,,
1022474,BLACK,FEMALE,,
1022474,WHITE HISPANIC,MALE,,
1022474,WHITE HISPANIC,MALE,,
1022475,,,,
1022478,,,,
1022479,,,,
1022480,,,,
1022481,,,,
1022484,,,,
1022485,,,,
1022486,BLACK,FEMALE,1992,16
1022486,BLACK,FEMALE,1993,15
1022487,,,,
1022489,,,,
1022491,WHITE HISPANIC,MALE,1971,36
1022491,WHITE,MALE,1972,36
1022491,WHITE HISPANIC,MALE,1957,51
1022492,,,,
1022493,,,,
1022494,,,,
1022495,WHITE HISPANIC,MALE,,
1022496,,,,
1022497,WHITE HISPANIC,MALE,1972,35
1022498,,,,
1022499,,,,
1022501,,,,
1022502,,,,
1022503,,,,
1022504,,,,
1022505,,,,
1022507,WHITE,MALE,,
1022508,BLACK,FEMALE,1968,40
1022508,BLACK,MALE,1980,28
1022508,BLACK,FEMALE,1963,45
1022509,,,,
1022510,BLACK,MALE,1961,46
1022511,,,,
1022513,,,,
1022515,,,,
1022517,,,,
1022520,,,,
1022521,,,,
1022522,,,,
1022526,BLACK,FEMALE,1980,28
1022528,,,,
1022529,,,,
1022530,,,,
1022531,,,,
1022533,,,,
1022534,,,,
1022535,,,,
1022536,,,,
1022537,,,,
1022538,,,,
1022539,,,,
1022540,,,,
1022541,,,,
1022542,,,,
1022543,,,,
1022544,,,,
1022545,WHITE HISPANIC,MALE,,
1022545,WHITE HISPANIC,MALE,1981,27
1022549,,,,
1022551,,,,
1022552,,,,
1022553,,,,
1022554,,,,
1022555,,,,
1022556,,,,
1022557,,,,
1022558,,,,
1022559,WHITE,FEMALE,1979,29
1022559,WHITE,MALE,1943,65
1022561,,,,
1022562,,,,
1022563,,,,
1022564,,,,
1022565,,,,
1022566,BLACK,MALE,1979,29
1022566,BLACK,FEMALE,1970,38
1022566,BLACK,FEMALE,1952,56
1022566,WHITE HISPANIC,FEMALE,1975,33
1022566,WHITE HISPANIC,FEMALE,1963,45
1022567,,,,
1022568,,,,
1022569,,,,
1022570,,,,
1022571,UNKNOWN,MALE,,
1022571,UNKNOWN,MALE,,
1022571,UNKNOWN,FEMALE,,
1022575,,,,
1022576,WHITE HISPANIC,MALE,1981,27
1022578,,,,
1022579,,,,
1022580,,,,
1022581,BLACK,FEMALE,,
1022583,,,,
1022584,,,,
1022586,,FEMALE,,
1022587,,,,
1022588,,,,
1022589,,,,
1022591,,,,
1022593,,,,
1022595,WHITE HISPANIC,MALE,,
1022596,BLACK HISPANIC,MALE,,
1022597,,,,
1022600,WHITE,FEMALE,1967,41
1022600,WHITE HISPANIC,MALE,,
1022600,WHITE HISPANIC,MALE,1981,27
1022600,WHITE,MALE,1981,27
1022600,WHITE HISPANIC,FEMALE,,
1022600,WHITE,FEMALE,1981,27
1022600,WHITE HISPANIC,MALE,1976,32
1022600,WHITE,MALE,1972,36
1022600,WHITE,MALE,,
1022600,WHITE HISPANIC,MALE,1987,21
1022601,,,,
1022602,,,,
1022603,,,,
1022604,,,,
1022606,,,,
1022607,BLACK,FEMALE,,
1022608,,,,
1022609,,,,
1022610,,,,
1022611,,,,
1022613,,,,
1022614,BLACK,MALE,1944,64
1022615,,,,
1022616,,,,
1022617,,,,
1022618,,,,
1022622,,,,
1022623,,,,
1022624,,,,
1022625,,,,
1022627,,,,
